Type,Qualifier,Name,Systematic_Name,Chromosome,Start,End
ORF,Verified,MItochondrial contact site and Cristae organizing system,YNL100W,chrXIV,437613,438317
CDS,,,,chrXIV,437613,438317
ORF,Verified,Oxidant-induced Cell-cycle Arrest,YNL099C,chrXIV,438567,439283
CDS,,,,chrXIV,438567,439283
ORF,Verified,homologous to RAS proto-oncogene,YNL098C,chrXIV,439602,440570
CDS,,,,chrXIV,439602,440570
ORF,Uncharacterized,,YNL097C-B,chrXIV,440797,440919
CDS,,,,chrXIV,440797,440919
ORF,Verified,PHOsphate metabolism,YNL097C,chrXIV,441366,442358
CDS,,,,chrXIV,441366,442358
ORF,Dubious,,YNL097W-A,chrXIV,441431,441586
CDS,,,,chrXIV,441431,441586
tRNA gene,,,YNCN0007W,chrXIV,443006,443119
noncoding_exon,,,,chrXIV,443006,443043
intron,,,,chrXIV,443044,443075
noncoding_exon,,,,chrXIV,443076,443119
ORF,Verified,Ribosomal Protein of the Small subunit,YNL096C,chrXIV,443398,444315
CDS,,,,chrXIV,443398,443826
intron,,,,chrXIV,443827,444171
CDS,,,,chrXIV,444172,444315
ORF,Uncharacterized,,YNL095C,chrXIV,444912,446840
CDS,,,,chrXIV,444912,446840
ORF,Verified,Actin Patch Protein,YNL094W,chrXIV,447611,449374
CDS,,,,chrXIV,447611,449374
ARS,,,ARS1419,chrXIV,449429,449588
ARS_consensus_sequence,,,,chrXIV,449518,449534
ORF,Verified,Yeast Protein Two,YNL093W,chrXIV,449868,450530
CDS,,,,chrXIV,449868,450530
ORF,Verified,,YNL092W,chrXIV,450871,452073
CDS,,,,chrXIV,450871,452073
ORF,Verified,Negatively affects Salt Tolerance,YNL091W,chrXIV,452408,456130
CDS,,,,chrXIV,452408,456130
ORF,Verified,Ras HOmolog,YNL090W,chrXIV,456565,457143
CDS,,,,chrXIV,456565,457143
ORF,Dubious,,YNL089C,chrXIV,456693,457169
CDS,,,,chrXIV,456693,457169
ORF,Verified,TOPoisomerase,YNL088W,chrXIV,457704,461990
CDS,,,,chrXIV,457704,461990
ORF,Verified,Three Calcium and lipid Binding domains (TriCalBins),YNL087W,chrXIV,462411,465947
CDS,,,,chrXIV,462411,465947
ORF,Verified,SNapiN,YNL086W,chrXIV,466334,466642
CDS,,,,chrXIV,466334,466642
ORF,Verified,Maintenance of K2 Killer Toxin,YNL085W,chrXIV,467131,469623
CDS,,,,chrXIV,467131,469623
ORF,Verified,ENDocytosis defective,YNL084C,chrXIV,470053,471102
CDS,,,,chrXIV,470053,471102
ORF,Verified,Suppressor of Aac2 Lethality,YNL083W,chrXIV,471377,472861
CDS,,,,chrXIV,471377,472861
ORF,Verified,PostMeiotic Segregation,YNL082W,chrXIV,473391,476012
CDS,,,,chrXIV,473391,476012
ORF,Verified,Sick Without Securin,YNL081C,chrXIV,476188,476619
CDS,,,,chrXIV,476188,476619
ORF,Verified,ER-localized and Oxidants Sensitive,YNL080C,chrXIV,476932,478032
CDS,,,,chrXIV,476932,478032
ORF,Verified,TroPoMyosin,YNL079C,chrXIV,478566,479165
CDS,,,,chrXIV,478566,479165
ORF,Verified,Neck protein Interacting with Septins,YNL078W,chrXIV,479768,480991
CDS,,,,chrXIV,479768,480991
ORF,Verified,Anti-Prion DnaJ,YNL077W,chrXIV,481391,482977
CDS,,,,chrXIV,481391,482977
ORF,Verified,Multicopy Kinase Suppressor,YNL076W,chrXIV,483556,485310
CDS,,,,chrXIV,483556,485310
ORF,Verified,Interacting with Mpp10p,YNL075W,chrXIV,485607,486479
CDS,,,,chrXIV,485607,486479
ORF,Verified,Multicopy suppressor of LeFlunomide sensitivity,YNL074C,chrXIV,486766,488124
CDS,,,,chrXIV,486766,488124
ORF,Verified,"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)",YNL073W,chrXIV,488386,490116
CDS,,,,chrXIV,488386,490116
ORF,Verified,RNase H,YNL072W,chrXIV,490317,491240
CDS,,,,chrXIV,490317,491240
ORF,Verified,,YNL071W,chrXIV,491523,492971
CDS,,,,chrXIV,491523,492971
ORF,Verified,Translocase of the Outer Mitochondrial membrane,YNL070W,chrXIV,493366,493548
CDS,,,,chrXIV,493366,493548
ORF,Verified,Ribosomal Protein of the Large subunit,YNL069C,chrXIV,493956,495001
CDS,,,,chrXIV,493956,494524
intron,,,,chrXIV,494525,494973
CDS,,,,chrXIV,494974,495001
ORF,Verified,ForK head Homolog,YNL068C,chrXIV,495701,498289
CDS,,,,chrXIV,495701,498289
ORF,Dubious,,YNL067W-A,chrXIV,498538,498684
CDS,,,,chrXIV,498538,498684
ARS,,,ARS1420,chrXIV,498970,499154
ARS_consensus_sequence,,,,chrXIV,499037,499053
ORF,Uncharacterized,,YNL067W-B,chrXIV,499417,499557
CDS,,,,chrXIV,499417,499557
ORF,Verified,Ribosomal Protein of the Large subunit,YNL067W,chrXIV,499681,500256
CDS,,,,chrXIV,499681,500256
five_prime_UTR_intron,,,,chrXIV,501157,501502
ORF,Verified,Sim1 Uth1 Nca3,YNL066W,chrXIV,501515,502777
CDS,,,,chrXIV,501515,502777
ORF,Verified,Acids Quinidine Resistance,YNL065W,chrXIV,503724,505484
CDS,,,,chrXIV,503724,505484
ORF,Verified,Yeast dnaJ,YNL064C,chrXIV,505868,507097
CDS,,,,chrXIV,505868,507097
ORF,Verified,Methyltransferase,YNL063W,chrXIV,507758,508702
CDS,,,,chrXIV,507758,508702
ORF,Verified,General Control Derepressed,YNL062C,chrXIV,508776,510212
CDS,,,,chrXIV,508776,510212
ORF,Verified,NucleOlar Protein,YNL061W,chrXIV,510540,512396
CDS,,,,chrXIV,510540,512396
ORF,Verified,Actin-Related Protein,YNL059C,chrXIV,512668,514935
CDS,,,,chrXIV,512668,514935
ORF,Uncharacterized,,YNL058C,chrXIV,515763,516713
CDS,,,,chrXIV,515763,516713
ORF,Dubious,,YNL057W,chrXIV,516403,516735
CDS,,,,chrXIV,516403,516735
ORF,Verified,Oxidant-induced Cell cycle Arrest,YNL056W,chrXIV,517249,517842
CDS,,,,chrXIV,517249,517842
ORF,Verified,PORin,YNL055C,chrXIV,517994,518845
CDS,,,,chrXIV,517994,518845
tRNA gene,,,YNCN0008C,chrXIV,519099,519169
noncoding_exon,,,,chrXIV,519099,519169
long terminal repeat,,,YNLWdelta3,chrXIV,519163,519496
LTR retrotransposon,,,YNLWTy1-2,chrXIV,519163,525062
transposable element gene,,,YNL054W-A,chrXIV,519456,520778
CDS,,,,chrXIV,519456,520778
transposable element gene,,,YNL054W-B,chrXIV,519456,524706
CDS,,,,chrXIV,519456,520760
plus_1_translational_frameshift,,,,chrXIV,520761,520761
CDS,,,,chrXIV,520762,524706
long terminal repeat,,,YNLWdelta4,chrXIV,524729,525062
ORF,Verified,VACuolar segregation,YNL054W,chrXIV,526086,529583
CDS,,,,chrXIV,526086,529583
ORF,Verified,Multicopy Suppressor of GPA1,YNL053W,chrXIV,529942,531411
CDS,,,,chrXIV,529942,531411
ORF,Verified,Cytochrome c OXidase,YNL052W,chrXIV,531725,532186
CDS,,,,chrXIV,531725,532186
ORF,Verified,Conserved Oligomeric Golgi complex,YNL051W,chrXIV,532659,533870
CDS,,,,chrXIV,532659,533870
ORF,Uncharacterized,,YNL050C,chrXIV,534079,534982
CDS,,,,chrXIV,534079,534874
intron,,,,chrXIV,534875,534965
CDS,,,,chrXIV,534966,534982
ORF,Verified,Sed Five Binding,YNL049C,chrXIV,535281,537911
CDS,,,,chrXIV,535281,537911
ORF,Verified,Asparagine-Linked Glycosylation,YNL048W,chrXIV,538173,539819
CDS,,,,chrXIV,538173,539819
ORF,Verified,Synthetic Lethal with Mss4,YNL047C,chrXIV,539911,541881
CDS,,,,chrXIV,539911,541881
ORF,Uncharacterized,,YNL046W,chrXIV,542304,542822
CDS,,,,chrXIV,542304,542822
ORF,Verified,Leucine AminoPeptidases,YNL045W,chrXIV,542963,544978
CDS,,,,chrXIV,542963,544978
ORF,Verified,Ypt-Interacting Protein,YNL044W,chrXIV,545268,545877
CDS,,,,chrXIV,545268,545291
intron,,,,chrXIV,545292,545370
CDS,,,,chrXIV,545371,545877
ORF,Dubious,,YNL043C,chrXIV,545589,545909
CDS,,,,chrXIV,545589,545909
ARS,,,ARS1421,chrXIV,546072,546170
ARS_consensus_sequence,,,,chrXIV,546130,546146
long terminal repeat,,,YNLWsigma2,chrXIV,546423,546714
long terminal repeat,,,YNLWsigma3,chrXIV,546738,547077
tRNA gene,,,YNCN0009W,chrXIV,547094,547196
noncoding_exon,,,,chrXIV,547094,547129
ORF,Uncharacterized,,YNL042W-B,chrXIV,547113,547370
CDS,,,,chrXIV,547113,547370
intron,,,,chrXIV,547130,547160
noncoding_exon,,,,chrXIV,547161,547196
ORF,Verified,Bypass Of Pam1,YNL042W,chrXIV,548100,549290
CDS,,,,chrXIV,548100,549290
ORF,Verified,Conserved Oligomeric Golgi complex,YNL041C,chrXIV,549468,551987
CDS,,,,chrXIV,549468,551987
ORF,Verified,,YNL040W,chrXIV,553380,554750
CDS,,,,chrXIV,553380,554750
ORF,Verified,B Double Prime,YNL039W,chrXIV,555048,556832
CDS,,,,chrXIV,555048,556832
ORF,Verified,GlycosylPhosphatidylInositol anchor biosynthesis,YNL038W,chrXIV,557020,557783
CDS,,,,chrXIV,557020,557610
intron,,,,chrXIV,557611,557684
CDS,,,,chrXIV,557685,557783
ORF,Verified,Isocitrate DeHydrogenase,YNL037C,chrXIV,557920,559002
CDS,,,,chrXIV,557920,559002
ORF,Verified,NonClassical Export,YNL036W,chrXIV,559814,560479
CDS,,,,chrXIV,559814,560479
tRNA gene,,,YNCN0010C,chrXIV,560693,560765
noncoding_exon,,,,chrXIV,560693,560765
ARS,,,ARS1422,chrXIV,561111,561388
ARS_consensus_sequence,,,,chrXIV,561311,561327
long terminal repeat,,,YNLWtau2,chrXIV,561607,561977
long terminal repeat,,,YNLCdelta5,chrXIV,562033,562364
LTR retrotransposon,,,YNLCTy2-1,chrXIV,562364,567660
long terminal repeat,,,YNLCdelta6,chrXIV,567660,567992
tRNA gene,,,YNCN0011W,chrXIV,568115,568217
noncoding_exon,,,,chrXIV,568115,568150
intron,,,,chrXIV,568151,568181
noncoding_exon,,,,chrXIV,568182,568217
ARS,,,ARS1423,chrXIV,568219,568524
ORF,Verified,,YNL035C,chrXIV,568522,569691
CDS,,,,chrXIV,568522,569691
tRNA gene,,,YNCN0012C,chrXIV,569867,569940
noncoding_exon,,,,chrXIV,569867,569940
ORF,Uncharacterized,,YNL034W,chrXIV,570477,572315
CDS,,,,chrXIV,570477,572315
ORF,Uncharacterized,,YNL033W,chrXIV,572999,573853
CDS,,,,chrXIV,572999,573853
ORF,Verified,Synthetic Interaction with Whi2,YNL032W,chrXIV,574506,575351
CDS,,,,chrXIV,574506,575351
ORF,Verified,Histone H Three,YNL031C,chrXIV,575640,576050
CDS,,,,chrXIV,575640,576050
ORF,Verified,Histone H Four,YNL030W,chrXIV,576727,577038
CDS,,,,chrXIV,576727,577038
ORF,Verified,Kre Two Related,YNL029C,chrXIV,577205,578773
CDS,,,,chrXIV,577205,578773
ORF,Dubious,,YNL028W,chrXIV,578679,578996
CDS,,,,chrXIV,578679,578996
ORF,Verified,Calcineurin-Responsive Zinc finger,YNL027W,chrXIV,579580,581616
CDS,,,,chrXIV,579580,581616
ORF,Verified,Sorting and Assembly Machinery,YNL026W,chrXIV,581920,583374
CDS,,,,chrXIV,581920,583374
ORF,Verified,Suppressor of SNf1,YNL025C,chrXIV,584320,585291
CDS,,,,chrXIV,584320,585291
snoRNA gene,,Nuclear Mitochondrial processing Endoribonuclease,YNCN0013W,chrXIV,585587,585926
noncoding_exon,,,,chrXIV,585587,585926
snoRNA gene,,Small Nucleolar RNA,YNCN0014W,chrXIV,586090,586175
noncoding_exon,,,,chrXIV,586090,586175
ORF,Verified,"KSH (similar to the Hungarian word for ""small"")",YNL024C-A,chrXIV,586602,586820
CDS,,,,chrXIV,586602,586820
ORF,Uncharacterized,Elongation Factor Methyltransferase,YNL024C,chrXIV,587107,587847
CDS,,,,chrXIV,587107,587847
ORF,Verified,FKBP12-Associated Protein,YNL023C,chrXIV,588263,591160
CDS,,,,chrXIV,588263,591160
ORF,Verified,,YNL022C,chrXIV,591427,592899
CDS,,,,chrXIV,591427,592899
ORF,Verified,Histone DeAcetylase,YNL021W,chrXIV,593227,595347
CDS,,,,chrXIV,593227,595347
ORF,Verified,Actin Regulating Kinase,YNL020C,chrXIV,595623,597539
CDS,,,,chrXIV,595623,597539
ORF,Uncharacterized,,YNL019C,chrXIV,598376,599230
CDS,,,,chrXIV,598376,599230
ORF,Uncharacterized,,YNL018C,chrXIV,599936,601774
CDS,,,,chrXIV,599936,601774
ORF,Dubious,,YNL017C,chrXIV,602138,602476
CDS,,,,chrXIV,602138,602476
tRNA gene,,,YNCN0015W,chrXIV,602312,602385
noncoding_exon,,,,chrXIV,602312,602385
ORF,Verified,PolyUridylate Binding,YNL016W,chrXIV,602907,604268
CDS,,,,chrXIV,602907,604268
ORF,Verified,Proteinase B Inhibitor,YNL015W,chrXIV,605384,605611
CDS,,,,chrXIV,605384,605611
ORF,Verified,Homolog of EF-3,YNL014W,chrXIV,606319,609453
CDS,,,,chrXIV,606319,609453
ORF,Dubious,,YNL013C,chrXIV,609133,609510
CDS,,,,chrXIV,609133,609510
ARS,,,ARS1424,chrXIV,609520,609607
ARS_consensus_sequence,,,,chrXIV,609532,609548
ORF,Verified,SPOrulation,YNL012W,chrXIV,609686,611665
CDS,,,,chrXIV,609686,609790
intron,,,,chrXIV,609791,609874
CDS,,,,chrXIV,609875,611665
ORF,Uncharacterized,,YNL011C,chrXIV,611836,613170
CDS,,,,chrXIV,611836,613170
ORF,Verified,PolYol Phosphatase,YNL010W,chrXIV,613635,614360
CDS,,,,chrXIV,613635,614360
ORF,Verified,"Isocitrate Dehydrogenase, NADP-dependent",YNL009W,chrXIV,614821,616083
CDS,,,,chrXIV,614821,616083
ORF,Verified,Amino acid Sensor-Independent,YNL008C,chrXIV,616211,618241
CDS,,,,chrXIV,616211,618241
ARS,,,ARS1425,chrXIV,616311,617125
ORF,Verified,SIt4 Suppressor,YNL007C,chrXIV,618507,619565
CDS,,,,chrXIV,618507,619565
ORF,Verified,Lethal with Sec Thirteen,YNL006W,chrXIV,620067,620978
CDS,,,,chrXIV,620067,620978
ORF,Verified,Mitochondrial Ribosomal Protein,YNL005C,chrXIV,621313,622428
CDS,,,,chrXIV,621313,622428
ORF,Verified,Hypothetical RNA-Binding protein,YNL004W,chrXIV,622915,624621
CDS,,,,chrXIV,622915,622944
intron,,,,chrXIV,622945,623286
CDS,,,,chrXIV,623287,624621
ORF,Verified,PETite colonies,YNL003C,chrXIV,624975,625829
CDS,,,,chrXIV,624975,625829
ORF,Verified,Ribosomal-Like Protein,YNL002C,chrXIV,626174,627142
CDS,,,,chrXIV,626174,627142
ORF,Verified,Duplication Of Multilocus region,YNL001W,chrXIV,627456,628616
CDS,,,,chrXIV,627456,628616
centromere,,,CEN14,chrXIV,628758,628875
centromere_DNA_Element_I,,,,chrXIV,628758,628767
centromere_DNA_Element_II,,,,chrXIV,628768,628850
centromere_DNA_Element_III,,,,chrXIV,628851,628875
ORF,Verified,CITrate synthase,YNR001C,chrXIV,629622,631061
CDS,,,,chrXIV,629622,631061
ORF,Dubious,,YNR001W-A,chrXIV,631263,631481
CDS,,,,chrXIV,631263,631481
tRNA gene,,,YNCN0016C,chrXIV,631846,631917
noncoding_exon,,,,chrXIV,631846,631917
long terminal repeat,,,YNRCdelta7,chrXIV,631998,632114
long terminal repeat,,,YNRCtau3,chrXIV,632119,632489
tRNA gene,,,YNCN0017W,chrXIV,632599,632672
noncoding_exon,,,,chrXIV,632599,632672
ORF,Verified,Ammonia (Ammonium) Transport Outward,YNR002C,chrXIV,633008,633856
CDS,,,,chrXIV,633008,633856
ORF,Verified,RNA Polymerase C,YNR003C,chrXIV,634344,635297
CDS,,,,chrXIV,634344,635297
ORF,Dubious,,YNR003W-A,chrXIV,634420,634518
CDS,,,,chrXIV,634420,634518
ARS,,,ARS1426,chrXIV,635664,635904
ARS_consensus_sequence,,,,chrXIV,635815,635831
ORF,Verified,Synthetic With mud2-delta,YNR004W,chrXIV,635943,636383
CDS,,,,chrXIV,635943,636383
ORF,Dubious,,YNR005C,chrXIV,636931,637335
CDS,,,,chrXIV,636931,637335
ORF,Verified,Vacuolar Protein Sorting,YNR006W,chrXIV,636986,638854
CDS,,,,chrXIV,636986,638854
ORF,Verified,AuTophaGy related,YNR007C,chrXIV,639182,640114
CDS,,,,chrXIV,639182,640114
ORF,Verified,Lecithin cholesterol acyl transferase Related Open reading frame,YNR008W,chrXIV,640396,642381
CDS,,,,chrXIV,640396,642381
ORF,Verified,Negative Regulator of MBF targets,YNR009W,chrXIV,642690,643439
CDS,,,,chrXIV,642690,643439
ORF,Verified,Chromosome SEgregation,YNR010W,chrXIV,643744,644193
CDS,,,,chrXIV,643744,644193
ORF,Verified,Pre-mRNA Processing,YNR011C,chrXIV,644320,646950
CDS,,,,chrXIV,644320,646950
ORF,Verified,URidine Kinase,YNR012W,chrXIV,647432,648937
CDS,,,,chrXIV,647432,648937
ORF,Verified,PHOsphate metabolism,YNR013C,chrXIV,649028,651712
CDS,,,,chrXIV,649028,651712
ORF,Uncharacterized,,YNR014W,chrXIV,652465,653103
CDS,,,,chrXIV,652465,653103
ORF,Verified,Suppressor of Mitochondrial Mutation,YNR015W,chrXIV,653387,654541
CDS,,,,chrXIV,653387,654541
ORF,Verified,Acetyl-CoA Carboxylase,YNR016C,chrXIV,654673,661374
CDS,,,,chrXIV,654673,661374
ORF,Verified,Translocase of the Inner Mitochondrial membrane,YNR017W,chrXIV,662913,663581
CDS,,,,chrXIV,662913,663581
ORF,Verified,Respiratory superComplex Factor,YNR018W,chrXIV,664270,664944
CDS,,,,chrXIV,664270,664944
ORF,Verified,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme,YNR019W,chrXIV,665339,667267
CDS,,,,chrXIV,665339,667267
ORF,Verified,,YNR020C,chrXIV,667410,668222
CDS,,,,chrXIV,667410,668222
ORF,Uncharacterized,,YNR021W,chrXIV,668377,669591
CDS,,,,chrXIV,668377,669591
ORF,Verified,"Mitochondrial Ribosomal Protein, Large subunit",YNR022C,chrXIV,669774,670193
CDS,,,,chrXIV,669774,670193
ORF,Verified,Sucrose NonFermenting,YNR023W,chrXIV,670418,672118
CDS,,,,chrXIV,670418,672118
ORF,Verified,M-Phase Phosphoprotein 6 homolog,YNR024W,chrXIV,672409,672969
CDS,,,,chrXIV,672409,672969
ORF,Dubious,,YNR025C,chrXIV,672702,673061
CDS,,,,chrXIV,672702,673061
ORF,Verified,SECretory,YNR026C,chrXIV,673274,674689
CDS,,,,chrXIV,673274,674689
ORF,Verified,BUD site selection,YNR027W,chrXIV,674923,675876
CDS,,,,chrXIV,674923,675876
ORF,Verified,Cyclosporin-sensitive Proline Rotamase,YNR028W,chrXIV,676177,677103
CDS,,,,chrXIV,676177,677103
ORF,Uncharacterized,,YNR029C,chrXIV,677199,678488
CDS,,,,chrXIV,677199,678488
ORF,Verified,Asparagine-Linked Glycosylation,YNR030W,chrXIV,678799,680454
CDS,,,,chrXIV,678799,680454
ORF,Verified,Suppressor of Sensor Kinase,YNR031C,chrXIV,680694,685433
CDS,,,,chrXIV,680694,685433
ORF,Verified,Protein Phosphatase involved in Glycogen accumulation,YNR032W,chrXIV,686010,687116
CDS,,,,chrXIV,686010,687116
ORF,Verified,Homologous to UBiquitin,YNR032C-A,chrXIV,687243,687464
CDS,,,,chrXIV,687243,687464
ORF,Verified,para-AminoBenZoic acid (PABA) biosynthesis,YNR033W,chrXIV,687635,689998
CDS,,,,chrXIV,687635,689998
ORF,Verified,Suppressor Of Los1-1,YNR034W,chrXIV,690321,691286
CDS,,,,chrXIV,690321,691286
ARS,,,ARS1427,chrXIV,691486,691730
ARS_consensus_sequence,,,,chrXIV,691662,691678
ORF,Verified,Exit from rapamycin-induced GrOwth arrest,YNR034W-A,chrXIV,692561,692857
CDS,,,,chrXIV,692561,692857
ORF,Verified,ARp2/3 Complex subunit,YNR035C,chrXIV,693019,694047
CDS,,,,chrXIV,693019,694047
ORF,Verified,"Mitochondrial Ribosomal Protein, Small subunit",YNR036C,chrXIV,694361,694822
CDS,,,,chrXIV,694361,694822
ORF,Verified,Ribosomal Small subunit of Mitochondria,YNR037C,chrXIV,695052,695327
CDS,,,,chrXIV,695052,695327
ORF,Verified,Dead Box Protein,YNR038W,chrXIV,695595,697484
CDS,,,,chrXIV,695595,697484
ORF,Verified,Zinc Regulated Gene,YNR039C,chrXIV,697614,699431
CDS,,,,chrXIV,697614,699431
ORF,Verified,Mitochondrial oRganization of gene eXpression (MIOREX),YNR040W,chrXIV,699690,700460
CDS,,,,chrXIV,699690,700460
ORF,Verified,COenzyme Q,YNR041C,chrXIV,700541,701659
CDS,,,,chrXIV,700541,701659
ORF,Dubious,,YNR042W,chrXIV,701238,701666
CDS,,,,chrXIV,701238,701666
ORF,Verified,MeValonate pyrophosphate Decarboxylase,YNR043W,chrXIV,701895,703085
CDS,,,,chrXIV,701895,703085
ORF,Verified,a-AGglutinin,YNR044W,chrXIV,703699,705876
CDS,,,,chrXIV,703699,705876
ORF,Verified,PETite colonies,YNR045W,chrXIV,706139,707608
CDS,,,,chrXIV,706139,707608
ORF,Verified,TRna Methyltransferase,YNR046W,chrXIV,707788,708195
CDS,,,,chrXIV,707788,708195
ORF,Verified,FliPase Kinase 1,YNR047W,chrXIV,708523,711204
CDS,,,,chrXIV,708523,711204
ORF,Verified,,YNR048W,chrXIV,711630,712811
CDS,,,,chrXIV,711630,712811
ORF,Verified,Multicopy suppressor of Sec One,YNR049C,chrXIV,713023,713655
CDS,,,,chrXIV,713023,713655
ORF,Verified,LYSine requiring,YNR050C,chrXIV,714048,715388
CDS,,,,chrXIV,714048,715388
snoRNA gene,,Small Nucleolar RNA,YNCN0018W,chrXIV,716120,716284
noncoding_exon,,,,chrXIV,716120,716284
ORF,Verified,BREfeldin A sensitivity,YNR051C,chrXIV,716780,718327
CDS,,,,chrXIV,716780,718327
ORF,Verified,PGK promoter directed OverProduction,YNR052C,chrXIV,719346,720647
CDS,,,,chrXIV,719346,720647
ORF,Verified,NucleOlar G-protein,YNR053C,chrXIV,721120,723112
CDS,,,,chrXIV,721120,721770
intron,,,,chrXIV,721771,722302
snoRNA gene,,Small Nucleolar RNA,YNCN0019C,chrXIV,721938,722211
noncoding_exon,,,,chrXIV,721938,722211
CDS,,,,chrXIV,722303,723112
ORF,Verified,Eighteen S rRNA Factor 2,YNR054C,chrXIV,723356,724306
CDS,,,,chrXIV,723356,724306
tRNA gene,,,YNCN0020C,chrXIV,726134,726217
noncoding_exon,,,,chrXIV,726134,726217
long terminal repeat,,,YNRWsigma4,chrXIV,726234,726574
long terminal repeat,,,YNRCdelta8,chrXIV,726614,726945
long terminal repeat,,,YNRCdelta9,chrXIV,727363,727661
ORF,Verified,HistidinOl,YNR055C,chrXIV,728426,730186
CDS,,,,chrXIV,728426,730186
ORF,Verified,BIOtin,YNR056C,chrXIV,731618,733303
CDS,,,,chrXIV,731618,733303
ORF,Verified,BIOtin,YNR057C,chrXIV,733356,734069
CDS,,,,chrXIV,733356,734069
ORF,Verified,BIOtin,YNR058W,chrXIV,734291,735733
CDS,,,,chrXIV,734291,735733
ORF,Verified,MaNnosylTransferase,YNR059W,chrXIV,736803,738545
CDS,,,,chrXIV,736803,738545
ORF,Verified,Ferric REductase,YNR060W,chrXIV,739951,742110
CDS,,,,chrXIV,739951,742110
ORF,Verified,,YNR061C,chrXIV,742881,743540
CDS,,,,chrXIV,742881,743540
ORF,Verified,PULcherrimin,YNR062C,chrXIV,744360,745343
CDS,,,,chrXIV,744360,745343
ORF,Verified,PULcherrimin,YNR063W,chrXIV,746943,748766
CDS,,,,chrXIV,746943,748766
ORF,Verified,,YNR064C,chrXIV,749136,750008
CDS,,,,chrXIV,749136,750008
ORF,Uncharacterized,,YNR065C,chrXIV,750350,753700
CDS,,,,chrXIV,750350,753700
ORF,Uncharacterized,,YNR066C,chrXIV,753725,755035
CDS,,,,chrXIV,753725,755035
ORF,Verified,Daughter Specific Expression,YNR067C,chrXIV,755746,759099
CDS,,,,chrXIV,755746,759099
ORF,Uncharacterized,,YNR068C,chrXIV,760067,760885
CDS,,,,chrXIV,760067,760885
ORF,Verified,Bypass of Stop Codon,YNR069C,chrXIV,761123,762592
CDS,,,,chrXIV,761123,762592
ORF,Verified,Pleiotropic Drug Resistance,YNR070W,chrXIV,765375,769376
CDS,,,,chrXIV,765375,769376
ORF,Uncharacterized,,YNR071C,chrXIV,770440,771468
CDS,,,,chrXIV,770440,771468
ORF,Verified,HeXose Transporter,YNR072W,chrXIV,772657,774351
CDS,,,,chrXIV,772657,774351
ORF,Verified,MANnitol dehydrogenase,YNR073C,chrXIV,774792,776300
CDS,,,,chrXIV,774792,776300
ORF,Verified,Apoptosis-Inducing Factor,YNR074C,chrXIV,777602,778738
CDS,,,,chrXIV,777602,778738
ORF,Verified,COnserved Sequence,YNR075W,chrXIV,779916,781040
CDS,,,,chrXIV,779916,781040
ORF,Uncharacterized,,YNR075C-A,chrXIV,781511,781603
CDS,,,,chrXIV,781511,781603
ORF,Verified,seriPAUperin family,YNR076W,chrXIV,781918,782280
CDS,,,,chrXIV,781918,782280
telomere,,,TEL14R,chrXIV,783278,784333
X_element,,,,chrXIV,783278,783740
ORF,Uncharacterized,,YNR077C,chrXIV,783287,783541
CDS,,,,chrXIV,783287,783541
X_element_combinatorial_repeat,,,,chrXIV,783741,784037
telomeric_repeat,,,,chrXIV,784038,784333
telomere,,,TEL15L,chrXV,1,847
telomeric_repeat,,,,chrXV,1,117
X_element_combinatorial_repeat,,,,chrXV,118,388
X_element,,,,chrXV,389,847
ORF,Uncharacterized,,YOL166W-A,chrXV,585,740
CDS,,,,chrXV,585,740
ORF,Dubious,,YOL166C,chrXV,1000,1338
CDS,,,,chrXV,1000,1338
ORF,Verified,Aryl-Alcohol Dehydrogenase,YOL165C,chrXV,1647,2078
CDS,,,,chrXV,1647,2078
long terminal repeat,,,YOLCdelta1,chrXV,2894,3223
long terminal repeat,,,YOLWtau1,chrXV,3809,3986
ORF,Uncharacterized,,YOL164W-A,chrXV,4130,4312
CDS,,,,chrXV,4130,4312
ORF,Verified,Bacterially Derived Sulfatase,YOL164W,chrXV,6175,8115
CDS,,,,chrXV,6175,8115
ORF,Uncharacterized,,YOL163W,chrXV,9597,10106
CDS,,,,chrXV,9597,10106
ORF,Uncharacterized,,YOL162W,chrXV,10119,10766
CDS,,,,chrXV,10119,10766
ORF,Verified,seriPAUperin,YOL161C,chrXV,11549,11911
CDS,,,,chrXV,11549,11911
ORF,Uncharacterized,,YOL160W,chrXV,14313,14654
CDS,,,,chrXV,14313,14654
ORF,Verified,,YOL159C-A,chrXV,15233,15505
CDS,,,,chrXV,15233,15505
ORF,Verified,Condition Specific Secretion,YOL159C,chrXV,17281,17796
CDS,,,,chrXV,17281,17796
long terminal repeat,,,YOLCdelta2,chrXV,18302,18561
ORF,Verified,ENteroBactin,YOL158C,chrXV,19491,21311
CDS,,,,chrXV,19491,21311
ORF,Verified,IsoMAltase,YOL157C,chrXV,22525,24294
CDS,,,,chrXV,22525,24294
ORF,Verified,HeXose Transporter,YOL156W,chrXV,25273,26976
CDS,,,,chrXV,25273,26976
ORF,Uncharacterized,,YOL155W-A,chrXV,27084,27218
CDS,,,,chrXV,27084,27218
ORF,Verified,Haze Protective Factor,YOL155C,chrXV,28703,31606
CDS,,,,chrXV,28703,31606
ORF,Verified,Zinc- and pH-regulated Surface protein,YOL154W,chrXV,34658,35407
